,property_type,state,lat,lon,area_m2,price_usd
467,apartment,Distrito Federal,19.400249,-99.177444,150,273684.21
468,house,Yucatán,21.023252,-89.614571,300,163157.89
469,house,Hidalgo,20.124367,-98.735725,176,82473.68
470,house,Veracruz de Ignacio de la Llave,25.510947,-103.357724,146,47368.42
471,apartment,Distrito Federal,19.480501,-99.178139,70,45789.47
472,house,Yucatán,21.030668,-89.599258,305,189473.68
473,house,Querétaro,20.679045,-100.341225,157,102631.58
474,house,Aguascalientes,21.9633957,-102.343524,146,41578.95
475,house,Baja California,32.469498,-116.96022,111,34210.53
476,house,Tamaulipas,22.329824,-97.880325,138,83157.89
477,apartment,Yucatán,21.039522,-89.563911,145,126296.53
478,house,Chiapas,19.701769,-101.145103,120,34210.53
479,apartment,Guerrero,16.870413,-99.873192,150,192105.26
480,house,Estado de México,19.765149,-98.646915,380,104736.84
481,apartment,Distrito Federal,19.372248,-99.133377,65,56571.16
482,house,Distrito Federal,19.280767,-99.033615,349,95343.42
483,apartment,Distrito Federal,19.389791,-99.164696,154,263157.89
484,house,Yucatán,21.039522,-89.563911,350,160526.32
485,house,Estado de México,19.668947,-99.224525,90,40000
486,house,Puebla,19.009069,-98.196693,148,89473.68
487,house,Baja California,32.494823,-117.016725,92,51578.95
488,apartment,Distrito Federal,19.314545,-99.140672,122,244736.84
489,house,San Luis Potosí,22.1447396,-101.0273412,166,100000
490,house,Jalisco,20.64338,-103.431613,120,71052.63
491,house,Baja California,30.733356,-115.984407,200,89473.68
492,house,Estado de México,19.553615,-99.248715,260,147368.42
493,apartment,Distrito Federal,19.405298,-99.164986,80,225263.16
494,house,Querétaro,20.5969621,-100.3337597,193,118421.05
495,house,Morelos,23.634501,-102.552788,115,56842.11
496,house,Distrito Federal,19.34016,-99.194081,90,79953.95
497,house,Yucatán,21.075163,-89.516731,185,75263.16
498,house,Tamaulipas,22.257896,-97.86808,200,142105.26
499,apartment,Guerrero,16.8531086,-99.8236533,138,68421.05
500,house,Puebla,19.027384,-98.265213,160,121052.63
501,house,Estado de México,19.309069,-99.602311,146,100000
502,house,Sinaloa,23.20485,-106.424401,200,118421.05
503,house,Chihuahua,28.631943,-106.117668,170,81578.95
504,house,Yucatán,21.0399331,-89.5965747,235,128218.68
505,house,Guerrero,16.8808724,-99.9359641,104,44736.84
506,house,Baja California Sur,24.125583,-110.330846,128,94210.53
507,house,Estado de México,19.269808,-99.593781,238,197368.42
508,apartment,Distrito Federal,19.41498,-99.177444,164,289473.68
509,house,Yucatán,20.996355,-89.583946,248,126315.79
510,house,Morelos,18.954132,-99.266083,85,55263.16
511,house,Estado de México,19.494789,-99.270887,151,105789.47
512,house,Guerrero,17.6474239,-101.5455504,119,125073.68
513,house,Estado de México,19.2666119,-99.6403991,191,115789.47
514,house,Quintana Roo,21.161908,-86.8515279,210,103947.37
515,apartment,Distrito Federal,19.377171,-99.188503,72,106736.84
516,apartment,Distrito Federal,19.2790911,-99.2114234,76,40593.79
517,house,Jalisco,20.660534,-103.318809,345,68421.05
518,house,Veracruz de Ignacio de la Llave,20.95618,-97.408578,112,105263.16
519,house,San Luis Potosí,22.141575,-100.900192,229,113084.21
520,apartment,Distrito Federal,19.443178,-99.20237,115,238684.21
521,house,Yucatán,21.05258302,-89.53863859,168,80711.37
522,house,Estado de México,19.621174,-99.148073,100,36842.11
523,house,Puebla,18.915431,-98.435252,200,99473.68
524,house,Tabasco,17.962037,-92.973569,139,65789.47
525,apartment,Distrito Federal,19.30102797,-99.14421916,108,86842.11
526,apartment,Veracruz de Ignacio de la Llave,20.949051,-97.364006,300,194736.84
527,house,Estado de México,19.627731,-99.30194,146,45789.47
528,house,Baja California Sur,24.03902146,-110.3097618,250,155263.16
529,house,Quintana Roo,21.112447,-86.85264,180,131578.95
530,apartment,Distrito Federal,19.451872,-99.173522,70,66842.11
531,house,Morelos,18.913485,-99.240456,80,68421.05
532,house,Morelos,18.840925,-98.934196,110,94736.84
533,apartment,Distrito Federal,19.3819271,-99.1891539,90,178447.37
534,house,Veracruz de Ignacio de la Llave,25.558637,-103.449786,250,115789.47
535,house,Jalisco,20.764135,-103.339958,140,84210.53
536,apartment,Distrito Federal,19.385989,-99.186285,107,79342.11
537,house,Chihuahua,28.6329957,-106.0691004,290,195526.32
538,house,Puebla,18.996482,-98.239653,100,39473.68
539,apartment,Distrito Federal,19.401507,-99.14682,65,91052.63
540,house,Querétaro,20.726007,-100.442642,135,115789.47
541,house,Morelos,18.795519,-99.231445,165,93684.21
542,house,Morelos,18.885848,-98.973834,82,75694.74
543,house,Querétaro,20.403807,-99.990905,110,62105.26
544,house,San Luis Potosí,22.134478,-100.929138,97,40789.47
545,house,Estado de México,19.5562275,-99.2674713,64,52631.53
546,apartment,Querétaro,20.726007,-100.442642,173,231578.95
547,house,Nuevo León,25.757803,-100.404541,179,99473.68
548,house,San Luis Potosí,22.1593377,-101.0443504,187,100000
549,house,Querétaro,20.726007,-100.442642,180,127894.74
550,house,Distrito Federal,19.475765,-99.145,270,131578.95
551,house,Querétaro,20.6490506,-100.4393293,380,300000
552,house,Puebla,19.060701,-98.329774,255,139473.68
553,house,Veracruz de Ignacio de la Llave,25.365447,-100.9942,167,76000
554,apartment,Guerrero,23.634501,-102.552788,180,105263.16
555,house,Baja California,32.589504,-115.363762,86,41578.95
556,apartment,Distrito Federal,19.383952,-99.160229,110,176327.37
557,house,Puebla,18.97302,-98.206238,210,150000
558,apartment,Baja California Sur,24.16478214,-110.3053683,71,42105.26
559,apartment,Yucatán,21.072905,-89.65963,210,104013.16
560,house,Nuevo León,25.758963,-100.316811,175,65789.47
561,house,Puebla,19.0378006,-98.3007086,165,111578.95
562,house,Distrito Federal,19.3870644,-99.0362059,300,134210.53
563,house,Estado de México,19.5329337,-99.164866,290,244736.84
564,house,Tlaxcala,19.29712,-98.255075,160,68421.05
565,house,Morelos,23.634501,-102.552788,110,68421.05
566,house,Querétaro,20.70706703,-100.4718161,309,194736.84
567,house,Puebla,19.046589,-98.102929,92,33157.89
568,house,Nuevo León,25.7394971,-100.2754971,164,65789.47
569,house,Veracruz de Ignacio de la Llave,19.100079,-96.121007,220,150000
570,house,San Luis Potosí,22.147087,-100.960213,105,57894.74
571,house,Guanajuato,21.1264477,-101.611078,250,120526.32
572,house,Morelos,18.917542,-98.963181,140,76315.79
573,house,Distrito Federal,19.472128,-99.146697,190,102263.16
574,house,Estado de México,19.234984,-99.558175,115,110526.32
575,house,Puebla,18.9187144,-98.4266391,90,46842.11
576,house,Yucatán,21.075163,-89.516731,185,89210.53
577,apartment,Distrito Federal,19.52589,-99.151703,71,48550.59
578,house,Estado de México,19.2640539,-99.5727534,233,168636.73
579,house,Estado de México,,,300,86932.69
580,apartment,Veracruz de Ignacio de la Llave,,,84,68508.67
581,house,Jalisco,,,175,102763
582,house,Yucatán,,,223,126477.54
583,house,Quintana Roo,,,179,121207.64
584,house,Guanajuato,,,205,226869.1
585,house,Chiapas,,,130,76395.4
586,apartment,Distrito Federal,,,67,50052.15
587,apartment,Distrito Federal,,,80,51076.22
588,house,Guanajuato,,,263,152932.43
589,house,Nuevo León,,,367,216014.58
590,apartment,Distrito Federal,,,60,34246.21
591,apartment,Distrito Federal,,,120,100104.31
592,house,Veracruz de Ignacio de la Llave,,,320,158059.45
593,house,Morelos,,,122,103500.79
594,apartment,Guerrero,,,191,237145.4
595,house,Veracruz de Ignacio de la Llave,,,220,104319.23
596,apartment,Distrito Federal,,,153,65633.66
597,house,Yucatán,,,205,90115.25
598,house,Veracruz de Ignacio de la Llave,,,120,110667.85
599,house,Baja California,,,115,62585.3
600,house,Estado de México,,,260,91674.48
601,apartment,Distrito Federal,,,107,79443.7
602,house,Nuevo León,,,192,115910.26
603,house,Chiapas,,,106,52686.48
604,house,Jalisco,,,190,150192.08
605,apartment,Distrito Federal,,,103,50942.31
606,house,Morelos,,,171,105397.95
607,apartment,Quintana Roo,,,203,189716.32
608,apartment,Distrito Federal,,,140,273969.71
609,house,Distrito Federal,,,160,157532.58
610,house,Morelos,,,200,173865.39
611,apartment,Distrito Federal,,,75,56689.55
612,house,Estado de México,,,149,100104.31
613,apartment,Estado de México,,,117,144922.18
614,house,Morelos,,,293,110667.85
615,house,Veracruz de Ignacio de la Llave,,,233,99577.45
616,house,Quintana Roo,,,280,92201.34
617,house,Veracruz de Ignacio de la Llave,,,160,92130.98
618,house,San Luis Potosí,,,190,99050.58
619,house,Nuevo León,,,200,98523.72
620,house,Estado de México,,,300,52686.48
621,house,Veracruz de Ignacio de la Llave,,,180,123842.59
622,house,Distrito Federal,,,117,142253.5
623,apartment,Oaxaca,,,83,68245.17
624,apartment,Distrito Federal,,,104,103370.88
625,house,Distrito Federal,,,350,242357.82
626,apartment,Guerrero,,,100,79029.72
627,house,Morelos,,,198,123813.23
628,house,Estado de México,,,280,55039.77
629,house,Puebla,,,168,92201.34
630,apartment,Puebla,,,75,81683.41
631,house,Morelos,,,200,115910.26
632,apartment,Distrito Federal,,,80,53158.13
633,house,Morelos,,,305,189716.32
634,house,Jalisco,,,90,57955.13
635,house,Puebla,,,152,105397.95
636,apartment,San Luis Potosí,,,144,100128.05
637,apartment,Nuevo León,,,87,173490.81
638,house,Estado de México,,,84,49986.51
639,house,Guanajuato,,,90,55320.8
640,house,Chiapas,,,190,165962.42
641,house,Yucatán,,,135,89587.99
642,house,Jalisco,,,200,120652.04
643,house,Chiapas,,,260,158059.45
644,apartment,Tabasco,,,125,210745.93
645,apartment,Estado de México,,,113,153686.47
646,apartment,Morelos,,,127,131747.44
647,apartment,Baja California,,,63,36817.31
648,house,Puebla,,,272,210795.91
649,house,Querétaro,,,95,52698.97
650,house,Yucatán,,,180,72724.58
651,house,Chihuahua,,,212,44256.64
652,house,Querétaro,,,248,151210.2
653,house,Querétaro,,,198,131716.2
654,house,Veracruz de Ignacio de la Llave,,,245,147557.13
655,house,Distrito Federal,,,140,162801.23
656,house,Estado de México,,,158,86247.77
657,house,Chihuahua,,,200,134382.39
658,house,Baja California Sur,,,100,44730.82
659,apartment,Tabasco,,,67,35826.8
660,house,Jalisco,,,270,250260.79
661,house,Veracruz de Ignacio de la Llave,,,282,68508.67
662,house,Veracruz de Ignacio de la Llave,,,350,115910.26
663,house,Nuevo León,,,108,35036.51
664,house,Yucatán,,,162,83226.17
665,house,Querétaro,,,145,115910.26
666,house,Veracruz de Ignacio de la Llave,,,190,124633.08
667,house,Distrito Federal,,,80,132559.19
668,house,Morelos,,,330,184402.69
669,apartment,Distrito Federal,,,83,52574.87
670,house,Querétaro,,,135,78521.47
671,house,Morelos,,,340,289775.66
672,apartment,Distrito Federal,,,174,89430.16
673,house,Querétaro,,,93,59022.85
674,apartment,Distrito Federal,,,102,177267.41
675,house,Chiapas,,,144,71126.75
676,apartment,Distrito Federal,,,70,79029.72
677,house,Morelos,,,200,123842.59
678,house,Chiapas,,,140,84298.37
679,house,Querétaro,,,123,85178.23
680,house,Morelos,,,150,86932.69
681,house,Estado de México,,,74,33350.54
682,house,Querétaro,,,300,237089.17
683,apartment,Puebla,,,164,184446.42
684,house,Quintana Roo,,,220,136984.85
685,apartment,Morelos,,,129,137017.34
686,house,Morelos,,,71,36353.67
687,house,Veracruz de Ignacio de la Llave,,,290,115910.26
688,house,Querétaro,,,280,205477.28
689,house,Distrito Federal,,,182,68492.42
690,house,Colima,,,329,104343.97
691,house,Querétaro,,,110,59022.85
692,house,Nuevo León,,,310,237145.4
693,house,Morelos,,,250,68492.42
694,apartment,Distrito Federal,,,81,149629.61
695,house,Distrito Federal,,,210,85949.19
696,apartment,Distrito Federal,,,150,222924.2
697,house,Distrito Federal,,,96,138598.31
698,house,Querétaro,,,260,122525.12
699,house,Veracruz de Ignacio de la Llave,,,239,138334.81
700,house,Jalisco,,,275,163328.09
701,apartment,Puebla,,,192,121207.64
702,house,Chiapas,,,260,68492.42
703,house,Yucatán,,,126,77467.49
704,house,Chiapas,,,190,63223.78
705,house,Estado de México,,,230,289775.66
706,house,Chihuahua,,,182,326733.66
707,house,Jalisco,,,206,168596.74
708,house,Veracruz de Ignacio de la Llave,,,125,60589.45
709,house,Estado de México,,,210,202842.96
710,apartment,Querétaro,,,132,93781.94
711,house,Hidalgo,,,116,84087.62
712,house,Baja California,,,102,33982.78
713,house,Chiapas,,,370,192305.66
714,house,Yucatán,,,195,91632.19
715,apartment,Puebla,,,100,55847.67
716,house,Veracruz de Ignacio de la Llave,,,130,68492.42
717,house,Veracruz de Ignacio de la Llave,,,232,125393.83
718,house,Distrito Federal,,,90,136405.3
719,house,San Luis Potosí,,,168,104319.23
720,house,Sonora,,,162,57955.13
721,house,Puebla,,,165,111331.75
722,house,Distrito Federal,,,171,141199.77
723,house,Morelos,,,168,67438.69
724,house,Nuevo León,,,98,43213.16
725,house,Querétaro,,,260,163328.09
726,house,Estado de México,,,150,205526.01
727,apartment,Distrito Federal,,,60,46943.65
728,house,Morelos,,,300,289775.66
729,house,Puebla,,,156,99577.45
730,house,Estado de México,,,256,184446.42
731,house,Yucatán,,,330,171271.67
732,house,Morelos,,,220,205477.28
733,house,Tabasco,,,182,81664.04
734,house,Yucatán,,,164,62711.78
735,house,Yucatán,,,162,47417.83
736,house,Morelos,,,120,51369.32
737,house,Distrito Federal,,,317,173906.62
738,house,Querétaro,,,185,146995.28
739,house,Sinaloa,,,220,184446.42
740,apartment,Morelos,,,91,101182.03
741,house,Yucatán,,,96,57705.38
742,apartment,Quintana Roo,,,120,163366.83
743,house,Morelos,,,180,184446.42
744,house,Morelos,,,180,102738.64
745,house,Morelos,,,90,68245.17
746,house,Querétaro,,,243,200208.63
747,house,Yucatán,,,170,38470.25
748,apartment,Distrito Federal,,,83,147522.15
749,house,Chiapas,,,239,226551.88
750,house,Chihuahua,,,200,115410.76
751,house,Querétaro,,,335,250260.79
752,house,Morelos,,,210,141990.07
753,apartment,Querétaro,,,90,57428.26
754,apartment,Quintana Roo,,,75,34254.33
755,apartment,Nuevo León,,,117,140741.38
756,house,Guerrero,,,147,92750.2
757,apartment,Sinaloa,,,134,173865.39
758,house,Yucatán,,,133,76150.02
759,house,Estado de México,,,69,44783.51
760,house,Nuevo León,,,101,210795.91
761,house,Jalisco,,,350,262115.25
762,apartment,Estado de México,,,130,171231.07
763,house,Sinaloa,,,180,86932.69
764,house,Estado de México,,,200,70283.76
765,house,Estado de México,,,254,171271.67
766,house,Hidalgo,,,279,131716.2
767,house,Morelos,,,110,73234.21
768,house,Estado de México,,,73,43729.78
769,apartment,Distrito Federal,,,70,41680.96
770,house,Distrito Federal,,,380,257531.53
771,house,Chiapas,,,298,168069.88
772,apartment,Baja California,,,63,36817.31
773,apartment,Jalisco,,,180,237145.4
774,house,Guerrero,,,354,266975.89
775,apartment,Veracruz de Ignacio de la Llave,,,76,84298.37
776,apartment,Estado de México,,,75,105397.95
777,house,Morelos,,,240,183348.96
778,house,Querétaro,,,172,86953.31
779,apartment,Estado de México,,,113,153686.47
780,house,Estado de México,,,155,52159.61
781,apartment,Distrito Federal,,,82,154987.69
782,house,Morelos,,,110,84298.37
783,apartment,Querétaro,,,63,113302.8
784,house,Morelos,,,60,34773.07
785,house,Querétaro,,,254,147557.13
786,house,Campeche,,,264,172852.64
787,house,Veracruz de Ignacio de la Llave,,,192,126477.54
788,house,Tamaulipas,,,72,35988.5
789,apartment,Distrito Federal,,,70,107322.36
790,house,Distrito Federal,,,197,49999.47
791,house,San Luis Potosí,,,105,50517.24
792,apartment,Querétaro,,,105,93856.88
793,apartment,Distrito Federal,,,70,41095.45
794,house,Veracruz de Ignacio de la Llave,,,140,42623.36
795,house,Morelos,,,97,50052.15
796,apartment,San Luis Potosí,,,129,92750.2
797,house,Puebla,,,73,37670.83
798,apartment,Estado de México,,,100,313695.32
799,apartment,Distrito Federal,,,68,49051.11
800,house,Nayarit,,,220,165172.12
801,apartment,Distrito Federal,,,70,121178.91
802,apartment,Estado de México,,,155,226551.88
803,house,San Luis Potosí,,,354,208111.61
804,house,Estado de México,,,80,127880.63
805,apartment,Querétaro,,,80,44794.13
806,apartment,Distrito Federal,,,133,59426.13
807,house,Estado de México,,,192,125920.69
808,apartment,Distrito Federal,,,80,91411.04
809,apartment,Guerrero,,,185,157917.19
810,house,Sinaloa,,,211,81137.18
811,house,Yucatán,,,250,105397.95
812,apartment,Guerrero,,,145,81664.04
813,house,Veracruz de Ignacio de la Llave,,,180,110667.85
814,house,Puebla,,,299,231820.52
815,house,Veracruz de Ignacio de la Llave,,,140,47417.83
816,house,Yucatán,,,240,138058.14
817,apartment,Distrito Federal,,,102,187081.37
818,house,Querétaro,,,187,134350.53
819,apartment,Distrito Federal,,,70,66911.83
820,house,Estado de México,,,239,132769.93
821,apartment,Distrito Federal,,,72,40645.77
822,house,Jalisco,,,84,65858.1
823,house,Tabasco,,,151,237145.4
824,house,Querétaro,,,177,115937.75
825,apartment,Puebla,,,116,171231.07
826,apartment,Distrito Federal,,,60,38812.39
827,house,Veracruz de Ignacio de la Llave,,,181,129112.49
828,house,Veracruz de Ignacio de la Llave,,,175,115937.75
829,house,Estado de México,,,370,316193.86
830,apartment,Nuevo León,,,73,106110.57
831,house,Estado de México,,,220,150156.47
832,house,Chiapas,,,235,171231.07
833,house,Colima,,,176,62170.05
834,house,Baja California,,,170,95499.52
835,house,Morelos,,,73,36783.88
836,house,Morelos,,,185,189716.32
837,house,Distrito Federal,,,200,228450.07
838,house,Nuevo León,,,127,131747.44
839,house,Estado de México,,,110,143834.1
840,house,Nuevo León,,,281,152790.8
841,apartment,Distrito Federal,,,75,34421.81
842,apartment,Guerrero,,,72,48471.56
843,house,Chiapas,,,185,82717.77
844,house,Hidalgo,,,120,63223.78
845,house,Estado de México,,,200,158059.45
846,house,Guerrero,,,168,115937.75
847,apartment,Yucatán,,,144,79048.46
848,house,Distrito Federal,,,90,131716.2
849,house,Distrito Federal,,,182,68492.42
850,apartment,Distrito Federal,,,91,79029.72
851,house,Tamaulipas,,,76,35826.8
852,apartment,Distrito Federal,,,75,36882.11
853,house,Durango,,,245,92201.34
854,apartment,Estado de México,,,120,59711.33
855,apartment,San Luis Potosí,,,140,73234.21
856,house,Veracruz de Ignacio de la Llave,,,348,155425.12
857,house,Veracruz de Ignacio de la Llave,,,300,142253.5
858,house,Querétaro,,,290,208111.61
859,house,San Luis Potosí,,,180,50064.02
860,house,Morelos,,,162,89567.02
861,house,Veracruz de Ignacio de la Llave,,,190,94331.17
862,house,Distrito Federal,,,300,207057.88
863,house,Chiapas,,,215,163366.83
864,house,Morelos,,,80,34246.21
865,house,Campeche,,,160,115937.75
866,house,Querétaro,,,271,179134.04
867,house,Hidalgo,,,169,84054.87
868,apartment,Distrito Federal,,,80,85899.33
869,house,Jalisco,,,230,131716.2
870,house,Guanajuato,,,167,68492.42
871,house,Yucatán,,,349,200256.11
872,house,Distrito Federal,,,272,260798.09
873,house,Nuevo León,,,347,292796.2
874,house,Yucatán,,,305,194986.21
875,house,Morelos,,,270,255590.04
876,house,Querétaro,,,75,35563.37
877,house,Estado de México,,,218,255529.44
878,house,Estado de México,,,340,250260.79
879,house,Querétaro,,,170,123842.59
880,house,Veracruz de Ignacio de la Llave,,,240,115937.75
881,house,Distrito Federal,,,100,57287.8
882,house,Distrito Federal,,,130,119651
883,apartment,Estado de México,,,76,34245.11
884,house,Morelos,,,106,105372.96
885,house,Distrito Federal,,,278,183875.82
886,house,Querétaro,,,285,231875.5
887,house,Querétaro,,,300,200208.63
888,apartment,Distrito Federal,,,85,76740.25
889,house,Querétaro,,,137,83264.38
890,house,Chiapas,,,160,154371.39
891,house,Morelos,,,94,55333.92
892,house,Nuevo León,,,220,165962.42
893,apartment,Distrito Federal,,,80,131400.09
894,house,Guerrero,,,100,50052.15
895,apartment,Distrito Federal,,,92,142253.5
896,house,Estado de México,,,270,231820.52
897,apartment,Distrito Federal,,,107,215482.45
898,house,Yucatán,,,280,110351.66
899,house,Puebla,,,350,226551.88
900,apartment,Estado de México,,,69,38461.13
901,apartment,Estado de México,,,60,39146.05
902,house,Tabasco,,,151,115910.26
903,house,Puebla,,,160,84318.36
904,house,Morelos,,,200,129081.88
905,house,Jalisco,,,300,134350.53
906,house,Nuevo León,,,150,35308.31
907,house,Baja California Sur,,,330,290434.24
908,house,Baja California,,,102,61643.18
909,house,Querétaro,,,200,121705.77
910,apartment,Oaxaca,,,94,51118
911,house,Estado de México,,,160,111194.84
912,house,Yucatán,,,174,82842.79
913,apartment,Distrito Federal,,,69,84298.37
914,house,Morelos,,,210,118572.7
915,apartment,Nuevo León,,,110,262378.68
916,house,Morelos,,,380,289775.66
917,house,Querétaro,,,132,86953.31
918,house,Chiapas,,,165,71126.75
919,house,Distrito Federal,,,300,179239.41
920,apartment,Quintana Roo,,,145,115437.11
921,apartment,Nuevo León,,,126,175924.99
922,house,Distrito Federal,,,80,46715.31
923,house,Querétaro,,,180,118572.7
924,house,Nuevo León,,,194,76395.4
925,house,Quintana Roo,,,185,97469.99
926,house,Guerrero,,,300,98787.15
927,apartment,Distrito Federal,,,80,53158.18
928,apartment,Distrito Federal,,,64,76395.4
929,house,Veracruz de Ignacio de la Llave,,,95,38461.13
930,house,Tamaulipas,,,232,139652.29
931,house,Morelos,,,192,173906.62
932,apartment,Distrito Federal,,,60,34983.82
933,apartment,Yucatán,,,131,77467.49
934,house,Chiapas,,,240,97469.99
935,house,Estado de México,,,356,288721.93
936,house,Estado de México,,,150,57968.87
937,house,Estado de México,,,110,138934.25
938,apartment,Distrito Federal,,,70,49273.54
939,house,Sonora,,,357,210745.93
940,house,Chiapas,,,256,60603.82
941,house,Nuevo León,,,300,162393.9
942,house,Baja California Sur,,,204,135963.36
943,house,Distrito Federal,,,190,102369.83
944,house,Estado de México,,,139,252895.12
945,house,Chihuahua,,,115,46890.97
946,house,Yucatán,,,90,60603.82
947,apartment,Distrito Federal,,,85,94835.67
948,house,Estado de México,,,70,34254.33
949,house,Querétaro,,,90,37353.34
950,house,Yucatán,,,200,79029.72
951,house,Morelos,,,300,147522.15
952,house,Nuevo León,,,380,200256.11
953,house,Baja California,,,92,51632.75
954,house,Jalisco,,,290,152790.8
955,house,Estado de México,,,90,52686.48
956,house,Querétaro,,,136,79048.46
957,apartment,San Luis Potosí,,,174,143868.21
958,apartment,Distrito Federal,,,65,135225.12
959,house,Estado de México,,,343,191620.74
960,house,Querétaro,,,176,110140.86
961,apartment,Distrito Federal,,,145,123813.23
962,house,Jalisco,,,100,184402.69
963,house,Nuevo León,,,90,242357.82
964,house,Morelos,,,140,51632.75
965,house,Querétaro,,,250,150192.08
966,house,Estado de México,,,80,36889.28
967,house,Puebla,,,202,150894.08
968,house,Nuevo León,,,299,194939.99
969,house,Querétaro,,,100,115910.26
970,house,Puebla,,,182,108559.89
971,apartment,Distrito Federal,,,62,50591.01
972,house,Quintana Roo,,,200,158096.93
973,house,Estado de México,,,106,38724.56
974,house,Sinaloa,,,150,93781.94
975,house,Colima,,,161,52633.79
976,house,Nuevo León,,,266,144700.85
977,house,Morelos,,,250,242357.82
978,apartment,Distrito Federal,,,83,115910.26
979,house,Yucatán,,,175,126214.05
980,house,Morelos,,,270,229186.2
981,apartment,Distrito Federal,,,88,100104.31
982,house,Morelos,,,145,102738.64
983,house,Distrito Federal,,,350,161258.87
984,house,Morelos,,,68,43202.91
985,house,Nuevo León,,,210,155425.12
986,apartment,Distrito Federal,,,127,289775.66
987,apartment,Distrito Federal,,,70,44048.85
988,apartment,Distrito Federal,,,82,154898.26
989,house,San Luis Potosí,,,172,50157.53
990,apartment,Distrito Federal,,,83,177695.7
991,apartment,Estado de México,,,87,84318.36
992,house,Estado de México,,,200,92223.21
993,house,Yucatán,,,235,146995.28
994,house,Tamaulipas,,,218,118572.7
995,house,Querétaro,,,184,93804.18
996,apartment,Distrito Federal,,,79,137017.34
997,house,Veracruz de Ignacio de la Llave,,,293,158059.45
998,apartment,San Luis Potosí,,,144,90620.75
999,house,Yucatán,,,374,247421.7
1000,house,Tamaulipas,,,140,73778.56
1001,house,Morelos,,,92,64556.24
1002,house,Veracruz de Ignacio de la Llave,,,200,108007.29
1003,house,Morelos,,,80,44783.51
1004,house,Morelos,,,250,292900.92
1005,house,Morelos,,,180,168596.74
1006,house,Nuevo León,,,254,139652.29
1007,apartment,Distrito Federal,,,60,35890.24
1008,apartment,Distrito Federal,,,78,150830.86
1009,house,Estado de México,,,126,68492.42
1010,house,Estado de México,,,350,210745.93
1011,house,Querétaro,,,156,86953.31
1012,house,Querétaro,,,227,125920.69
1013,house,Baja California,,,102,61643.18
1014,house,Distrito Federal,,,160,106127.01
1015,house,Yucatán,,,270,164947.8
1016,house,Jalisco,,,204,94835.67
1017,house,Querétaro,,,80,34246.21
1018,house,Morelos,,,130,47417.83
1019,house,Guanajuato,,,195,94858.16
1020,house,Tamaulipas,,,350,237145.4
1021,house,Tamaulipas,,,109,45848.11
1022,house,Morelos,,,67,34254.33
1023,house,Jalisco,,,361,194939.99
1024,house,Nuevo León,,,311,240884.28
1025,house,Puebla,,,243,101445.53
1026,house,Aguascalientes,,,245,78502.86
1027,house,Campeche,,,180,76413.51
1028,house,Estado de México,,,150,168596.74
1029,house,Distrito Federal,,,150,45057.62
1030,house,Chihuahua,,,78,51632.75
1031,apartment,Distrito Federal,,,90,53832.41
1032,house,Puebla,,,175,118544.58
1033,house,Morelos,,,160,99577.45
1034,house,Morelos,,,70,46469.47
1035,house,Chiapas,,,140,73778.56
1036,house,Veracruz de Ignacio de la Llave,,,200,289775.66
1037,house,San Luis Potosí,,,80,39514.86
1038,apartment,Veracruz de Ignacio de la Llave,,,93,76413.51
1039,house,Estado de México,,,140,68508.67
1040,house,Quintana Roo,,,100,36880.53
1041,house,Querétaro,,,301,274034.68
1042,house,Yucatán,,,325,187081.37
1043,apartment,Distrito Federal,,,100,71653.61
1044,house,Yucatán,,,190,97493.1
1045,house,Veracruz de Ignacio de la Llave,,,110,67860.19
1046,house,Nuevo León,,,190,88513.29
1047,house,Estado de México,,,177,80083.45
1048,house,San Luis Potosí,,,197,147557.13
1049,house,Yucatán,,,320,150192.08
1050,house,Estado de México,,,80,47944.7
1051,house,Querétaro,,,82,36248.3
1052,house,Estado de México,,,99,75783.82
1053,apartment,Distrito Federal,,,208,131716.2
1054,house,Yucatán,,,290,126477.54
1055,house,Tamaulipas,,,178,51644.99
1056,house,Jalisco,,,340,262440.91
1057,house,Tlaxcala,,,85,35826.8
1058,apartment,Chiapas,,,102,46364.1
1059,house,Chiapas,,,150,94835.67
1060,house,Veracruz de Ignacio de la Llave,,,104,33192.48
1061,house,San Luis Potosí,,,270,163328.09
1062,apartment,Yucatán,,,119,115814.11
1063,house,Estado de México,,,125,73761.07
1064,house,Querétaro,,,139,97469.99
1065,house,Guanajuato,,,360,178607.18
1066,apartment,Distrito Federal,,,70,54235.15
1067,house,Querétaro,,,150,51105.88
1068,apartment,Distrito Federal,,,84,115910.26
1069,house,Veracruz de Ignacio de la Llave,,,180,79029.72
1070,house,Jalisco,,,120,71143.62
1071,apartment,Yucatán,,,142,91169.23
1072,apartment,Distrito Federal,,,65,44178.77
1073,house,Distrito Federal,,,200,152790.8
1074,house,Tamaulipas,,,200,121207.64
1075,house,Guerrero,,,131,47417.83
1076,house,Veracruz de Ignacio de la Llave,,,200,104319.23
1077,apartment,Puebla,,,93,57884.47
1078,house,Querétaro,,,202,121207.64
1079,house,Quintana Roo,,,370,200256.11
1080,house,Baja California,,,86,52605.29
1081,apartment,Yucatán,,,63,44794.13
1082,apartment,Baja California,,,95,84313.09
1083,house,Querétaro,,,290,236091.42
1084,apartment,Tamaulipas,,,128,85878.96
1085,house,Puebla,,,120,59535.72
1086,house,Morelos,,,180,81664.04
