,property_type,state,region,lat,lon,area_m2,price_brl
1670,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,,413934.08
1671,apartment,Rio Grande do Sul,South,-29.6851931,-53.8010461,,514035.74
1672,apartment,Rio Grande do Sul,South,-30.039059,-51.19474,73,323070.49
1673,apartment,Rio Grande do Sul,South,-30.032684,-51.198807,62,662790.7
1674,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,69,393742.15
1675,house,Rio Grande do Sul,South,-30.033852,-51.133347,219,696193.55
1676,house,Rio Grande do Sul,South,-30.088015,-51.237003,145,706716.72
1677,house,Rio Grande do Sul,South,-30.128674,-51.234386,248,555277.43
1678,house,Rio Grande do Sul,South,-30.057297,-51.155926,239,1135869.3
1679,house,Rio Grande do Sul,South,-29.99622,-51.135017,249,998127.67
1680,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,77,321051.31
1681,house,Rio Grande do Sul,South,-30.0755189,-51.201529,126,519026.39
1682,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,83,696620.79
1683,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,74,319400.84
1684,apartment,Rio Grande do Sul,South,-30.005945,-51.162769,,514893.61
1685,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,144,821255.45
1686,apartment,Rio Grande do Sul,South,-30.128086,-51.218689,80,239550.63
1687,apartment,Rio Grande do Sul,South,-30.050968,-51.202202,75,454317.88
1688,apartment,Rio Grande do Sul,South,-30.0529215,-51.2257823,73,249531.9
1689,house,Rio Grande do Sul,South,-30.005852,-51.1311,,323070.49
1690,apartment,Rio Grande do Sul,South,-29.7037475,-53.7245823,65,272590.73
1691,apartment,Rio Grande do Sul,South,-30.104361,-51.252487,128,712422.61
1692,house,Rio Grande do Sul,South,-30.039631,-51.119343,171,549219.86
1693,house,Rio Grande do Sul,South,-30.084738,-51.192532,139,484605.74
1694,house,Rio Grande do Sul,South,-30.161716,-51.202991,133,299438.28
1695,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,118,419213.6
1696,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,73,738614.47
1697,apartment,Rio Grande do Sul,South,-30.034618,-51.19479,67,555277.43
1698,apartment,Rio Grande do Sul,South,-30.060946,-51.166382,,494073.18
1699,apartment,Rio Grande do Sul,South,-29.694073,-53.824963,106,239550.63
1700,apartment,Rio Grande do Sul,South,-30.034243,-51.192425,75,636045.06
1701,apartment,Rio Grande do Sul,South,-30.040466,-51.182224,91,866374.81
1702,apartment,Rio Grande do Sul,South,-29.7067515,-53.8194584,,288744.24
1703,apartment,Rio Grande do Sul,South,-30.023867,-50.245049,65,264503.81
1704,apartment,Rio Grande do Sul,South,-30.0234109,-51.2030362,99,1161034.64
1705,apartment,Rio Grande do Sul,South,-33.692432,-53.462025,63,373550.26
1706,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,,1362953.71
1707,apartment,Rio Grande do Sul,South,-30.039728,-51.18372,106,767292.45
1708,apartment,Rio Grande do Sul,South,-30.120537,-51.225018,82,315408.34
1709,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,108,827868.17
1710,apartment,Rio Grande do Sul,South,-30.05182386,-51.21848917,70,533000.18
1711,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,142,1413433.48
1712,apartment,Rio Grande do Sul,South,-29.9445059,-51.0006805,59,252398.8
1713,apartment,Rio Grande do Sul,South,-30.031361,-51.15786,88,686711.84
1714,apartment,Rio Grande do Sul,South,-30.128674,-51.234386,127,768558.29
1715,apartment,Rio Grande do Sul,South,-29.6920901,-53.7990948,64,310955.35
1716,apartment,Rio Grande do Sul,South,-29.6999225,-53.719149,75,337141.55
1717,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,109,973174.49
1718,house,Rio Grande do Sul,South,-30.113283,-51.202099,74,300354.61
1719,apartment,Rio Grande do Sul,South,-30.080242,-51.225227,109,374559.86
1720,house,Rio Grande do Sul,South,-29.7842284,-51.1236787,101,374559.86
1721,apartment,Rio Grande do Sul,South,-30.104843,-51.248154,,646140.99
1722,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,120,1656891.94
1723,apartment,Rio Grande do Sul,South,-30.044786,-51.210274,,419213.6
1724,house,Rio Grande do Sul,South,-30.107187,-51.238651,90,333166.46
1725,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,63,523192.57
1726,apartment,Rio Grande do Sul,South,-30.03059,-51.163441,111,788520.85
1727,apartment,Rio Grande do Sul,South,-30.0315615,-51.2282472,75,309419.57
1728,house,Rio Grande do Sul,South,-30.094461,-51.221725,188,645002.87
1729,apartment,Rio Grande do Sul,South,-29.94697,-51.081474,90,309319.74
1730,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,74,537104.72
1731,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,,757196.48
1732,apartment,Rio Grande do Sul,South,-30.048243,-51.205936,79,651188.99
1733,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,,928258.73
1734,house,Rio Grande do Sul,South,-30.1357484,-51.2081171,106,393742.15
1735,house,Rio Grande do Sul,South,-30.021929,-51.191223,252,1312473.95
1736,house,Rio Grande do Sul,South,-29.94697,-51.081474,117,388694.19
1737,apartment,Rio Grande do Sul,South,-30.110353,-51.223923,72,353358.36
1738,apartment,Rio Grande do Sul,South,-30.057297,-51.155926,56,574613.1
1739,house,Rio Grande do Sul,South,-30.158018,-51.1769476,54,282686.67
1740,apartment,Rio Grande do Sul,South,-30.064632,-51.231522,,540133.5
1741,apartment,Rio Grande do Sul,South,-29.7067515,-53.8194584,,253408.41
1742,apartment,Rio Grande do Sul,South,-30.03285,-51.155926,76,481576.96
1743,apartment,Rio Grande do Sul,South,-30.078106,-51.205128,81,578914.03
1744,apartment,Rio Grande do Sul,South,-30.038923,-51.191185,,843417.88
1745,apartment,Rio Grande do Sul,South,-30.023867,-50.245049,,908635.8
1746,apartment,Rio Grande do Sul,South,-30.033369,-51.159775,73,434125.98
1747,house,Rio Grande do Sul,South,-30.185879,-51.153313,80,319400.84
1748,apartment,Rio Grande do Sul,South,-29.3344085,-49.7239813,,605757.2
1749,apartment,Rio Grande do Sul,South,-30.03689,-51.199066,68,413934.08
1750,apartment,Rio Grande do Sul,South,-29.719157,-52.4222956,135,569209.83
1751,apartment,Rio Grande do Sul,South,-29.7024038,-52.4273141,100,370446.75
1752,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,63,294447.66
1753,house,Rio Grande do Sul,South,-30.161753,-51.161156,241,696620.79
1754,apartment,Rio Grande do Sul,South,-29.99622,-51.135017,65,549264.64
1755,apartment,Rio Grande do Sul,South,-30.032684,-51.198807,88,424030.02
1756,apartment,Rio Grande do Sul,South,-30.080242,-51.225227,84,244541.25
1757,house,Rio Grande do Sul,South,-30.1615696,-51.2239125,101,393742.15
1758,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,76,604747.59
1759,house,Rio Grande do Sul,South,-30.1579846,-51.224612,90,323070.49
1760,apartment,Rio Grande do Sul,South,-30.045778,-51.171303,63,446093.74
1761,apartment,Rio Grande do Sul,South,-29.77426775,-51.15058422,101,488553.26
1762,apartment,Rio Grande do Sul,South,-29.7037475,-53.7245823,68,282686.67
1763,apartment,Rio Grande do Sul,South,-30.045994,-51.18853,73,353358.36
1764,apartment,Rio Grande do Sul,South,-30.090792,-51.223923,63,262494.77
1765,house,Rio Grande do Sul,South,-30.035349,-51.162209,169,848408.53
1766,house,Rio Grande do Sul,South,-30.111597,-51.243599,170,726908.65
1767,apartment,Rio Grande do Sul,South,-29.7063704,-53.7222111,74,369221.11
1768,apartment,Rio Grande do Sul,South,-29.7006695,-52.4432754,72,334572.82
1769,apartment,Rio Grande do Sul,South,-29.3383976,-49.728226,,747100.55
1770,apartment,Rio Grande do Sul,South,-29.6931668,-53.7978325,,301566.11
1771,house,Rio Grande do Sul,South,-30.015778,-51.207382,129,656236.96
1772,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,94,638801.71
1773,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,83,628820.41
1774,apartment,Rio Grande do Sul,South,-29.70657541,-53.72214673,120,740610.72
1775,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,71,478103.15
1776,apartment,Rio Grande do Sul,South,-30.035479,-51.201538,147,1564872.79
1777,house,Rio Grande do Sul,South,-30.006653,-51.108894,151,436145.16
1778,house,Rio Grande do Sul,South,-29.927069,-51.161156,79,484504.8
1779,house,Rio Grande do Sul,South,-30.1604589,-51.1818855,154,454317.88
1780,house,Rio Grande do Sul,South,-30.002104,-51.145298,62,484605.74
1781,apartment,Rio Grande do Sul,South,-30.079403,-51.209789,58,262494.77
1782,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,113,439173.95
1783,house,Rio Grande do Sul,South,-30.152267,-51.205177,143,383646.22
1784,house,Rio Grande do Sul,South,-30.058289,-51.155029,,519026.39
1785,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,161,989403.42
1786,apartment,Rio Grande do Sul,South,-29.6970739,-53.80300999,76,244322.05
1787,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,81,553258.22
1788,apartment,Rio Grande do Sul,South,-30.049339,-51.199142,57,413934.08
1789,apartment,Rio Grande do Sul,South,-30.007442,-51.159832,73,379288.51
1790,house,Rio Grande do Sul,South,-29.773465,-51.1203662,151,294801.81
1791,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,101,583904.68
1792,apartment,Rio Grande do Sul,South,-29.686794,-53.809334,130,297442.03
1793,apartment,Rio Grande do Sul,South,-30.046034,-51.141762,68,329382.13
1794,apartment,Rio Grande do Sul,South,-30.040758,-51.16243,146,543979.56
1795,apartment,Rio Grande do Sul,South,-29.99622,-51.135017,87,512898.06
1796,apartment,Rio Grande do Sul,South,-30.048101,-51.171612,,634809.18
1797,apartment,Rio Grande do Sul,South,-30.045778,-51.171303,62,415960.72
1798,apartment,Rio Grande do Sul,South,-30.070107,-51.208324,56,247350.84
1799,house,Rio Grande do Sul,South,-29.59516953,-53.76804591,213,494701.71
1800,apartment,Rio Grande do Sul,South,-30.03455,-51.226742,,317012.92
1801,apartment,Rio Grande do Sul,South,-29.33136,-49.803558,197,1211514.4
1802,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,99,1397378.74
1803,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,79,287734.66
1804,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,110,557953.35
1805,apartment,Rio Grande do Sul,South,-30.0728032,-51.2118113,67,329382.13
1806,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,77,693698.74
1807,house,Rio Grande do Sul,South,-30.050968,-51.202202,198,1009595.32
1808,apartment,Rio Grande do Sul,South,-30.051292,-51.225452,140,989403.42
1809,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,95,434125.98
1810,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,67,698689.35
1811,apartment,Rio Grande do Sul,South,-29.6916521,-53.8193993,82,258140.39
1812,apartment,Rio Grande do Sul,South,-30.034859,-51.144165,89,613848.5
1813,apartment,Rio Grande do Sul,South,-30.046341,-51.198322,102,802628.28
1814,apartment,Rio Grande do Sul,South,-29.924559,-51.182068,145,805657.06
1815,apartment,Rio Grande do Sul,South,-30.031038,-51.217381,90,806666.67
1816,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,103,1048781.66
1817,house,Rio Grande do Sul,South,-30.1255586,-51.2356823,241,798502.15
1818,apartment,Rio Grande do Sul,South,-30.00605,-51.162262,114,633016.27
1819,apartment,Rio Grande do Sul,South,-30.040146,-51.176842,123,398252.92
1820,apartment,Rio Grande do Sul,South,-29.189182,-51.172794,84,284466.37
1821,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,55,362444.72
1822,apartment,Rio Grande do Sul,South,-29.6938186,-53.8164376,94,284466.37
1823,apartment,Rio Grande do Sul,South,-30.0332551,-51.2012579,65,584051.4
1824,apartment,Rio Grande do Sul,South,-30.032816,-51.216465,59,280667.49
1825,apartment,Rio Grande do Sul,South,-29.45955698,-51.9650696,181,671380.89
1826,house,Rio Grande do Sul,South,-29.99527,-51.116348,146,548210.26
1827,apartment,Rio Grande do Sul,South,-29.6992687,-53.8104433,103,481576.96
1828,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,68,358406.32
1829,apartment,Rio Grande do Sul,South,-30.090792,-51.223923,55,274485.1
1830,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,100,565373.37
1831,apartment,Rio Grande do Sul,South,-30.038645,-51.224361,,428068.41
1832,apartment,Rio Grande do Sul,South,-29.686071,-53.8055194,84,292782.63
1833,house,Rio Grande do Sul,South,-29.716629,-53.8033806,234,908635.8
1834,house,Rio Grande do Sul,South,-30.028437,-51.153683,91,858156.04
1835,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,66,552753.1
1836,house,Rio Grande do Sul,South,-30.002295,-51.123158,238,888333.61
1837,apartment,Rio Grande do Sul,South,-30.031979,-51.233303,82,668745.53
1838,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,64,399251.07
1839,apartment,Rio Grande do Sul,South,-29.70573394,-53.7214057,72,307926.56
1840,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,,555277.43
1841,house,Rio Grande do Sul,South,-29.6965253,-53.7380905,96,373550.26
1842,house,Rio Grande do Sul,South,-30.128674,-51.234386,246,828445.97
1843,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,149,648782.97
1844,apartment,Rio Grande do Sul,South,-29.984594,-51.11908,90,555277.43
1845,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,155,1217715.75
1846,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,100,338365.27
1847,apartment,Rio Grande do Sul,South,-30.034061,-51.135494,63,299647.88
1848,apartment,Rio Grande do Sul,South,-29.6952648,-53.81113323,96,353358.36
1849,apartment,Rio Grande do Sul,South,-29.999989,-51.147926,74,349344.66
1850,apartment,Rio Grande do Sul,South,-30.152109,-51.221676,78,363454.32
1851,house,Rio Grande do Sul,South,-30.158951,-51.216072,110,328118.46
1852,apartment,Rio Grande do Sul,South,-30.023874,-51.133713,118,628820.41
1853,apartment,Rio Grande do Sul,South,-29.6859289,-53.8154082,125,391722.97
1854,house,Rio Grande do Sul,South,-30.111597,-51.243599,116,352348.75
1855,apartment,Rio Grande do Sul,South,-30.027906,-51.190132,86,688708.09
1856,apartment,Rio Grande do Sul,South,-29.663378,-49.998238,63,262494.77
1857,house,Rio Grande do Sul,South,-29.919975,-51.056679,224,568932.77
1858,apartment,Rio Grande do Sul,South,-29.70408372,-53.72011763,66,297830.6
1859,apartment,Rio Grande do Sul,South,-30.03689,-51.199066,67,353358.36
1860,apartment,Rio Grande do Sul,South,-30.109341,-51.223011,73,330614.2
1861,apartment,Rio Grande do Sul,South,-30.113007,-51.219631,58,287734.66
1862,apartment,Rio Grande do Sul,South,-29.973013,-51.124569,63,393742.15
1863,apartment,Rio Grande do Sul,South,-29.6962549,-53.7971503,110,344818.16
1864,house,Rio Grande do Sul,South,-29.7193858,-52.4976509,227,642102.63
1865,apartment,Rio Grande do Sul,South,-30.068159,-51.229153,102,698689.35
1866,apartment,Rio Grande do Sul,South,-30.026922,-51.211262,157,959115.56
1867,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,77,545181.47
1868,apartment,Rio Grande do Sul,South,-30.043938,-51.191223,115,424204.24
1869,house,Rio Grande do Sul,South,-30.158951,-51.216072,79,378598.22
1870,apartment,Rio Grande do Sul,South,-29.6912098,-53.8118446,85,353358.36
1871,apartment,Rio Grande do Sul,South,-29.33478737,-49.72665959,180,678726.79
1872,apartment,Rio Grande do Sul,South,-30.0448,-51.167519,59,352348.75
1873,house,Rio Grande do Sul,South,-30.161716,-51.202991,104,424030.02
1874,apartment,Rio Grande do Sul,South,-29.981264,-51.185822,68,307926.56
1875,apartment,Rio Grande do Sul,South,-30.120537,-51.225018,104,818484.98
1876,apartment,Rio Grande do Sul,South,-30.0336038,-51.1584667,117,878352.35
1877,apartment,Rio Grande do Sul,South,-29.7031224,-53.7122501,81,323070.49
1878,apartment,Rio Grande do Sul,South,-29.400955,-50.908092,81,770684.69
1879,apartment,Rio Grande do Sul,South,-30.105785,-51.250889,113,716669.83
1880,house,Rio Grande do Sul,South,-30.105785,-51.250889,160,958202.55
1881,house,Rio Grande do Sul,South,-30.151299,-51.210415,152,499749.67
1882,apartment,Rio Grande do Sul,South,-30.029148,-51.189175,107,678726.79
1883,house,Rio Grande do Sul,South,-29.684055,-53.7898406,185,757196.48
1884,house,Rio Grande do Sul,South,-30.002295,-51.123158,178,737004.58
1885,house,Rio Grande do Sul,South,-30.080242,-51.225227,192,938240.02
1886,house,Rio Grande do Sul,South,-29.78339359,-51.13607883,120,802628.28
1887,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,101,848408.53
1888,house,Rio Grande do Sul,South,-30.0205093,-51.2099522,131,454317.88
1889,apartment,Rio Grande do Sul,South,-30.014015,-51.175533,53,348346.53
1890,apartment,Rio Grande do Sul,South,-30.014494,-51.185703,68,363454.32
1891,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,82,655227.35
1892,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,59,289457.01
1893,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,76,731325.15
1894,house,Rio Grande do Sul,South,-30.111597,-51.243599,168,726908.65
1895,apartment,Rio Grande do Sul,South,-30.102467,-51.263069,113,1192930.24
1896,house,Rio Grande do Sul,South,-29.145527,-51.213455,151,384279.13
1897,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,80,454148.07
1898,house,Rio Grande do Sul,South,-29.99622,-51.135017,207,595661.23
1899,apartment,Rio Grande do Sul,South,-30.039728,-51.18372,80,540436.38
1900,apartment,Rio Grande do Sul,South,-30.110956,-51.253216,181,1433339.71
1901,apartment,Rio Grande do Sul,South,-30.045954,-51.140778,63,321051.31
1902,apartment,Rio Grande do Sul,South,-30.1146439,-51.1033842,209,748595.73
1903,apartment,Rio Grande do Sul,South,-29.7000133,-53.7661412,79,282686.67
1904,apartment,Rio Grande do Sul,South,-30.035479,-51.201538,133,1610304.55
1905,apartment,Rio Grande do Sul,South,-30.041872,-51.215961,55,363454.32
1906,apartment,Rio Grande do Sul,South,-30.056164,-51.191223,96,688708.09
1907,apartment,Rio Grande do Sul,South,-30.037449,-51.170689,72,425202.37
1908,house,Rio Grande do Sul,South,-29.6873064,-53.8154769,70,340314.37
1909,apartment,Rio Grande do Sul,South,-30.023415,-51.20953,99,392732.58
1910,apartment,Rio Grande do Sul,South,-30.046341,-51.198322,83,726908.65
1911,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,64,454317.88
1912,apartment,Rio Grande do Sul,South,-30.0527,-51.225018,70,425202.37
1913,apartment,Rio Grande do Sul,South,-30.038136,-51.188606,81,440892.94
1914,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,61,424204.24
1915,apartment,Rio Grande do Sul,South,-29.6873064,-53.8154769,84,476528.09
1916,apartment,Rio Grande do Sul,South,-30.051926,-51.196819,54,262494.77
1917,apartment,Rio Grande do Sul,South,-30.072315,-51.196423,90,323070.49
1918,apartment,Rio Grande do Sul,South,-30.038179,-51.184731,115,454317.88
1919,apartment,Rio Grande do Sul,South,-30.055977,-51.208221,94,449157.45
1920,apartment,Rio Grande do Sul,South,-30.03548,-51.191505,74,474509.81
1921,apartment,Rio Grande do Sul,South,-30.005852,-51.1311,70,376579.04
1922,house,Rio Grande do Sul,South,-30.0228258,-51.1201305,167,1191322.5
1923,house,Rio Grande do Sul,South,-29.7152855,-52.39417591,167,373550.26
1924,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,,484605.74
1925,apartment,Rio Grande do Sul,South,-30.034246,-51.213203,67,332156.85
1926,house,Rio Grande do Sul,South,-30.161716,-51.202991,128,373550.26
1927,apartment,Rio Grande do Sul,South,-30.107187,-51.238651,80,333166.46
1928,apartment,Rio Grande do Sul,South,-29.70929134,-53.71828852,97,450279.52
1929,house,Rio Grande do Sul,South,-30.1519897,-51.1722142,190,848408.53
1930,apartment,Rio Grande do Sul,South,-30.104027,-51.230244,57,254522.54
1931,house,Rio Grande do Sul,South,-30.149693,-51.212475,239,778539.59
1932,apartment,Rio Grande do Sul,South,-29.7050498,-53.8159793,65,264513.95
1933,apartment,Rio Grande do Sul,South,-29.6955593,-53.8008168,137,696620.79
1934,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,71,630997.06
1935,apartment,Rio Grande do Sul,South,-30.038923,-51.191185,248,792532.34
1936,apartment,Rio Grande do Sul,South,-29.6824301,-53.8046672,,317012.92
1937,house,Rio Grande do Sul,South,-30.128674,-51.234386,244,767860.55
1938,house,Rio Grande do Sul,South,-30.00251,-51.15435,124,870241.95
1939,apartment,Rio Grande do Sul,South,-30.0351418,-51.2072772,110,656236.96
1940,apartment,Rio Grande do Sul,South,-30.031361,-51.15786,221,1413433.48
1941,apartment,Rio Grande do Sul,South,-30.106623,-51.255325,85,282686.67
1942,apartment,Rio Grande do Sul,South,-30.023867,-50.245049,59,239550.63
1943,apartment,Rio Grande do Sul,South,-30.032858,-51.207561,111,439173.95
1944,house,Rio Grande do Sul,South,-30.009767,-51.1678167,237,848408.53
1945,apartment,Rio Grande do Sul,South,-30.031057,-51.154961,91,656236.96
1946,apartment,Rio Grande do Sul,South,-30.021929,-51.191223,96,343262.39
1947,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,64,529007.65
1948,apartment,Rio Grande do Sul,South,-29.94697,-51.081474,62,283468.24
1949,apartment,Rio Grande do Sul,South,-29.686974,-53.820122,68,288744.24
1950,apartment,Rio Grande do Sul,South,-30.036612,-51.221458,109,474509.81
1951,apartment,Rio Grande do Sul,South,-30.038645,-51.224361,,479101.27
1952,house,Rio Grande do Sul,South,-30.128674,-51.234386,252,1608080.5
1953,house,Rio Grande do Sul,South,-29.919458,-50.224442,123,394260.42
1954,house,Rio Grande do Sul,South,-29.748724,-52.416203,,300859.38
1955,apartment,Rio Grande do Sul,South,-30.088015,-51.237003,78,499063.83
1956,apartment,Rio Grande do Sul,South,-30.029987,-51.226009,,329382.13
1957,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,106,656236.96
1958,apartment,Rio Grande do Sul,South,-30.006866,-51.146683,62,343262.39
1959,apartment,Rio Grande do Sul,South,-29.6973389,-53.7963083,143,575469.33
1960,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,112,718651.91
1961,apartment,Rio Grande do Sul,South,-30.047504,-51.204636,69,322060.89
1962,apartment,Rio Grande do Sul,South,-30.04801,-51.172886,80,434125.98
1963,house,Rio Grande do Sul,South,-30.161716,-51.202991,164,476106.9
1964,house,Rio Grande do Sul,South,-30.158951,-51.216072,206,454317.88
1965,apartment,Rio Grande do Sul,South,-30.057297,-51.155926,,274485.1
1966,apartment,Rio Grande do Sul,South,-30.03809,-51.20953,,453308.31
1967,apartment,Rio Grande do Sul,South,-30.128086,-51.218689,65,264503.81
1968,apartment,Rio Grande do Sul,South,-30.046034,-51.141762,69,383646.22
1969,house,Rio Grande do Sul,South,-30.158951,-51.216072,110,383646.22
1970,apartment,Rio Grande do Sul,South,-30.015261,-51.165073,69,479101.27
1971,apartment,Rio Grande do Sul,South,-29.700794,-53.8139326,99,264503.81
1972,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,59,309419.57
1973,apartment,Rio Grande do Sul,South,-30.03548,-51.191505,67,529007.65
1974,apartment,Rio Grande do Sul,South,-30.068808,-51.238083,73,312974.53
1975,apartment,Rio Grande do Sul,South,-30.022842,-51.193993,78,509045.09
1976,house,Rio Grande do Sul,South,-30.0909844,-51.0736562,98,264503.81
1977,house,Rio Grande do Sul,South,-30.0363153,-51.1654349,249,1247659.6
1978,house,Rio Grande do Sul,South,-30.050968,-51.202202,130,1063103.9
1979,apartment,Rio Grande do Sul,South,-30.104027,-51.230244,69,323070.49
1980,apartment,Rio Grande do Sul,South,-29.6956853,-53.8120199,81,409072.88
1981,apartment,Rio Grande do Sul,South,-29.6893802,-53.8123951,86,499749.67
1982,apartment,Rio Grande do Sul,South,-30.004568,-51.16246,,342454.71
1983,apartment,Rio Grande do Sul,South,-30.046194,-51.208221,56,373550.26
1984,apartment,Rio Grande do Sul,South,-30.113007,-51.219631,,267542.73
1985,apartment,Rio Grande do Sul,South,-30.046061,-51.225681,67,262494.77
1986,apartment,Rio Grande do Sul,South,-30.081381,-51.205845,53,280374.05
1987,apartment,Rio Grande do Sul,South,-29.6850744,-53.7955275,103,498298.89
1988,apartment,Rio Grande do Sul,South,-30.032043,-51.178146,87,678726.79
1989,apartment,Rio Grande do Sul,South,-30.023874,-51.133713,124,634809.18
1990,apartment,Rio Grande do Sul,South,-30.005791,-51.160793,,474509.81
1991,apartment,Rio Grande do Sul,South,-30.067726,-51.217381,114,716812.68
1992,apartment,Rio Grande do Sul,South,-29.6813816,-53.783028,65,257446.8
1993,apartment,Rio Grande do Sul,South,-30.104027,-51.230244,73,341243.21
1994,apartment,Rio Grande do Sul,South,-29.6996252,-53.8184371,93,459139.71
1995,apartment,Rio Grande do Sul,South,-30.022408,-51.182068,191,1197753.22
1996,apartment,Rio Grande do Sul,South,-30.016756,-51.207436,79,723642.56
1997,apartment,Rio Grande do Sul,South,-30.057297,-51.155926,53,505040.61
1998,apartment,Rio Grande do Sul,South,-30.038923,-51.191185,107,529007.65
1999,house,Rio Grande do Sul,South,-30.065382,-51.196617,155,548970.21
2000,apartment,Rio Grande do Sul,South,-30.0351193,-51.2291202,100,519026.39
2001,house,Rio Grande do Sul,South,-30.069742,-51.211456,95,449157.45
2002,apartment,Rio Grande do Sul,South,-30.058546,-51.165752,75,501060.08
2003,apartment,Rio Grande do Sul,South,-29.78320324,-55.78568914,,545181.47
2004,apartment,Rio Grande do Sul,South,-29.6956853,-53.8120199,81,453777.76
2005,house,Rio Grande do Sul,South,-29.716629,-53.8033806,100,376579.04
2006,apartment,Rio Grande do Sul,South,-30.046341,-51.198322,74,363454.32
2007,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,75,449157.45
2008,apartment,Rio Grande do Sul,South,-29.67923291,-53.8114343,104,292782.63
2009,apartment,Rio Grande do Sul,South,-30.024475,-51.196865,239,1514393
2010,apartment,Rio Grande do Sul,South,-30.029697,-51.202991,68,797580.31
2011,apartment,Rio Grande do Sul,South,-29.7029367,-53.7162876,77,408438.86
2012,apartment,Rio Grande do Sul,South,-30.05175,-51.182068,165,1258997.49
2013,house,Rio Grande do Sul,South,-29.175356,-51.142441,,598876.59
2014,apartment,Rio Grande do Sul,South,-30.046764,-51.189194,69,646140.99
2015,apartment,Rio Grande do Sul,South,-30.110353,-51.223923,135,481576.96
2016,apartment,Rio Grande do Sul,South,-29.1608316,-51.51237496,53,253408.41
2017,apartment,Rio Grande do Sul,South,-30.046194,-51.208221,59,333166.46
2018,apartment,Rio Grande do Sul,South,-30.019489,-51.167549,104,848408.53
2019,apartment,Rio Grande do Sul,South,-30.019569,-51.149391,96,503788.07
2020,apartment,Rio Grande do Sul,South,-29.981264,-51.185822,,252398.8
2021,house,Rio Grande do Sul,South,-30.031227,-51.153606,,349344.66
2022,apartment,Rio Grande do Sul,South,-30.061937,-51.205441,,325695.04
2023,apartment,Rio Grande do Sul,South,-29.6873064,-53.8154769,76,297442.03
2024,apartment,Rio Grande do Sul,South,-30.049608,-51.219788,68,292782.63
2025,apartment,Rio Grande do Sul,South,-30.0297495,-51.2246934,108,302878.6
2026,apartment,Rio Grande do Sul,South,-30.006578,-51.1507,69,496928.86
2027,apartment,Rio Grande do Sul,South,-30.046679,-51.198967,65,494701.71
